CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IMPUTED
36005000200,Bronx,Bronx,5403,2659,2744,75.8,2.3,16.0,0.0,4.2,3639,72034.0,False
36005000400,Bronx,Bronx,5915,2896,3019,62.7,3.6,30.7,0.0,0.3,4100,74836.0,False
36005001600,Bronx,Bronx,5879,2558,3321,65.1,1.6,32.4,0.0,0.0,3536,32312.0,False
36005001900,Bronx,Bronx,2591,1206,1385,55.4,9.0,29.0,0.0,2.1,1557,37936.0,False
36005002000,Bronx,Bronx,8516,3301,5215,61.1,1.6,31.1,0.3,3.3,5436,18086.0,False
36005002300,Bronx,Bronx,4774,2130,2644,62.3,0.2,36.5,1.0,0.0,3056,14479.0,False
36005002500,Bronx,Bronx,5355,2338,3017,76.5,1.5,18.9,0.0,3.0,2509,17226.0,False
36005002701,Bronx,Bronx,3016,1375,1641,68.0,0.0,31.2,0.0,0.0,1456,20153.0,False
36005002702,Bronx,Bronx,4778,2427,2351,71.3,1.6,26.2,0.0,0.0,2365,17147.0,False
36005002800,Bronx,Bronx,5299,2292,3007,23.0,0.2,71.4,0.0,1.7,4056,49529.0,False
36005003100,Bronx,Bronx,1466,769,697,72.3,0.6,24.6,0.0,2.2,647,37250.0,False
36005003300,Bronx,Bronx,3912,1824,2088,65.6,1.0,30.6,1.7,0.0,1945,19923.0,False
36005003500,Bronx,Bronx,3948,1921,2027,73.5,0.7,25.9,0.0,0.0,2191,26541.0,False
36005003800,Bronx,Bronx,1193,542,651,53.1,1.8,42.7,0.0,0.8,846,37685.0,False
36005003900,Bronx,Bronx,6614,3520,3094,82.0,1.9,16.1,0.0,0.0,2569,25990.0,False
36005004001,Bronx,Bronx,1419,675,744,51.3,11.2,10.8,0.0,21.6,936,48056.0,False
36005004100,Bronx,Bronx,6476,3125,3351,75.8,0.5,23.4,0.0,0.2,3809,18636.0,False
36005004200,Bronx,Bronx,7120,3147,3973,46.5,5.1,47.0,0.0,0.8,5248,25741.0,False
36005004300,Bronx,Bronx,6057,3094,2963,74.1,0.4,23.4,0.0,0.0,3032,21448.0,False
36005004400,Bronx,Bronx,4754,2081,2673,60.6,2.4,35.2,0.0,1.7,3153,22719.0,False
36005004600,Bronx,Bronx,1869,845,1024,59.7,3.0,36.6,0.4,0.0,1182,40950.0,False
36005004800,Bronx,Bronx,3999,2154,1845,71.7,1.2,23.8,0.0,2.4,1499,30301.0,False
36005005001,Bronx,Bronx,4885,2313,2572,58.4,0.0,36.8,0.0,0.0,2288,27456.0,False
36005005002,Bronx,Bronx,5650,2867,2783,73.2,0.4,17.1,1.4,0.2,1995,28039.0,False
36005005100,Bronx,Bronx,5653,2256,3397,69.7,0.1,28.1,2.1,0.0,3360,18633.0,False
36005005200,Bronx,Bronx,2277,1028,1249,69.7,0.5,26.7,0.0,2.9,1344,17756.0,False
36005005300,Bronx,Bronx,3727,1514,2213,44.1,3.0,50.7,0.5,0.2,2053,17719.0,False
36005005400,Bronx,Bronx,6219,3163,3056,71.7,0.0,21.0,0.0,1.8,2699,27380.0,False
36005005600,Bronx,Bronx,2468,1084,1384,66.4,1.0,24.4,0.0,1.8,1296,17771.0,False
36005005902,Bronx,Bronx,3131,1460,1671,70.4,1.8,23.1,2.6,1.3,1829,38542.0,False
36005006000,Bronx,Bronx,1256,591,665,69.4,4.1,21.4,0.0,1.8,679,41190.0,False
36005006100,Bronx,Bronx,3706,1484,2222,16.8,2.1,77.1,0.0,0.5,3232,48298.0,False
36005006200,Bronx,Bronx,7610,3790,3820,69.6,0.0,30.2,0.0,0.2,3811,24480.0,False
36005006300,Bronx,Bronx,4431,2394,2037,69.1,3.7,20.6,0.8,5.0,2523,32064.0,False
36005006400,Bronx,Bronx,3590,1755,1835,54.8,8.3,31.8,0.0,1.1,2288,30726.0,False
36005006500,Bronx,Bronx,5487,2557,2930,60.5,4.8,32.7,0.0,1.4,2858,21384.0,False
36005006700,Bronx,Bronx,7421,3353,4068,66.3,1.8,29.4,0.5,0.0,3192,21016.0,False
36005006800,Bronx,Bronx,3288,1866,1422,59.1,3.1,29.5,0.0,4.2,1474,47232.0,False
36005006900,Bronx,Bronx,8554,3740,4814,58.8,2.5,36.1,0.0,1.3,4349,19741.0,False
36005007000,Bronx,Bronx,4568,2172,2396,64.1,2.3,25.0,0.7,5.1,2211,34191.0,False
36005007100,Bronx,Bronx,2547,1080,1467,60.7,1.1,36.4,0.0,0.9,1783,38289.0,False
36005007200,Bronx,Bronx,5822,2924,2898,50.4,6.2,15.3,0.0,22.2,2631,37634.0,False
36005007300,Bronx,Bronx,3761,1866,1895,63.0,2.0,33.9,0.1,0.0,1690,18358.0,False
36005007400,Bronx,Bronx,3635,1744,1891,72.8,1.5,25.5,0.0,0.2,2675,44455.0,False
36005007500,Bronx,Bronx,5599,2072,3527,58.8,1.8,38.5,0.9,0.0,3307,25452.0,False
36005007600,Bronx,Bronx,5587,2681,2906,63.7,3.3,19.4,1.5,9.3,2686,33465.0,False
36005007700,Bronx,Bronx,1933,879,1054,70.8,2.5,26.3,0.4,0.0,1118,26486.0,False
36005007800,Bronx,Bronx,6518,3023,3495,66.2,4.4,15.8,0.0,11.7,3619,30437.0,False
36005007900,Bronx,Bronx,6420,3118,3302,77.6,0.1,21.6,0.0,0.0,3204,24278.0,False
36005008300,Bronx,Bronx,6882,3348,3534,79.1,0.4,15.6,0.0,4.2,3333,19818.0,False
36005008400,Bronx,Bronx,2289,1069,1220,60.8,1.5,30.1,0.9,3.4,1538,60135.0,False
36005008500,Bronx,Bronx,5959,3196,2763,77.4,1.0,19.5,0.0,1.0,2988,27174.0,False
36005008600,Bronx,Bronx,3874,1668,2206,69.2,0.4,24.9,0.0,4.9,2596,23045.0,False
36005008700,Bronx,Bronx,6002,2843,3159,76.9,2.2,20.5,0.0,0.0,3246,29188.0,False
36005008900,Bronx,Bronx,3438,1661,1777,79.9,1.6,16.6,0.5,1.4,1672,20849.0,False
36005009000,Bronx,Bronx,3476,1681,1795,66.5,3.3,24.6,0.0,4.7,2354,27000.0,False
36005009200,Bronx,Bronx,5622,2578,3044,60.9,2.8,14.2,0.0,17.8,3260,35227.0,False
36005009300,Bronx,Bronx,6517,3675,2842,72.6,1.2,25.8,0.1,0.0,3353,30159.0,False
36005009600,Bronx,Bronx,2562,1255,1307,57.3,6.8,20.2,0.0,14.9,1565,41250.0,False
36005009800,Bronx,Bronx,5041,2165,2876,70.1,2.8,21.9,0.0,2.9,3570,57438.0,False
36005011502,Bronx,Bronx,4566,2058,2508,67.4,0.5,30.8,0.1,1.1,2087,21765.0,False
36005011700,Bronx,Bronx,1603,787,816,72.1,2.1,25.9,0.0,0.0,991,25483.0,False
36005011800,Bronx,Bronx,5364,3208,2156,20.1,73.1,1.7,0.0,4.2,4210,83077.0,False
36005011900,Bronx,Bronx,5603,2678,2925,68.8,0.3,28.1,0.4,0.0,2961,22097.0,False
36005012101,Bronx,Bronx,3057,1466,1591,72.8,3.4,21.8,0.0,1.1,1467,27813.0,False
36005012102,Bronx,Bronx,1835,762,1073,81.9,0.9,16.1,0.0,0.0,1132,20028.0,False
36005012300,Bronx,Bronx,4379,2073,2306,66.3,0.5,28.0,0.0,0.7,2386,21300.0,False
36005012500,Bronx,Bronx,4272,2125,2147,71.0,1.4,22.1,1.7,2.0,2119,26348.0,False
36005012701,Bronx,Bronx,1992,791,1201,78.3,2.1,16.1,0.3,2.8,1271,18641.0,False
36005012901,Bronx,Bronx,4017,1821,2196,58.1,2.5,36.1,0.0,2.4,2344,18269.0,False
36005013000,Bronx,Bronx,1364,637,727,41.2,55.1,1.5,0.0,0.0,1118,77917.0,False
36005013100,Bronx,Bronx,4685,2261,2424,71.4,0.8,24.3,0.0,1.8,2428,25271.0,False
36005013200,Bronx,Bronx,7426,3706,3720,50.0,31.3,10.7,0.0,3.8,5755,96701.0,False
36005013300,Bronx,Bronx,7284,3419,3865,69.8,1.0,28.8,0.0,0.0,4211,25282.0,False
36005013500,Bronx,Bronx,3908,1697,2211,62.0,1.3,32.2,0.8,0.0,2225,23279.0,False
36005013800,Bronx,Bronx,2989,1451,1538,21.6,67.4,4.9,0.0,4.9,2234,79773.0,False
36005014100,Bronx,Bronx,5355,2435,2920,61.2,0.8,36.2,0.0,0.9,2821,32500.0,False
36005014300,Bronx,Bronx,968,454,514,46.2,5.4,42.1,1.0,4.2,505,12000.0,False
36005014400,Bronx,Bronx,6049,2208,3841,58.7,1.8,35.3,0.0,3.6,3745,19418.0,False
36005014500,Bronx,Bronx,7360,3082,4278,60.3,0.8,36.3,1.1,0.2,3532,22711.0,False
36005014701,Bronx,Bronx,7023,3129,3894,52.8,1.2,45.6,0.0,0.0,3729,14334.0,False
36005014702,Bronx,Bronx,5243,2148,3095,59.4,0.4,39.0,0.0,0.0,2899,17782.0,False
36005014900,Bronx,Bronx,4348,2140,2208,59.1,2.3,35.2,0.0,0.2,2399,27212.0,False
36005015100,Bronx,Bronx,5458,2625,2833,56.9,1.3,40.4,0.0,0.0,2673,30339.0,False
36005015200,Bronx,Bronx,2803,1375,1428,60.7,26.0,6.0,0.0,4.5,1973,70162.0,False
36005015300,Bronx,Bronx,4466,1925,2541,52.6,0.7,45.5,0.0,0.9,2225,19630.0,False
36005015500,Bronx,Bronx,3178,1319,1859,80.6,0.5,17.1,0.0,1.1,1642,21136.0,False
36005015700,Bronx,Bronx,4054,1666,2388,66.4,1.0,30.8,0.0,0.4,2026,33785.0,False
36005015800,Bronx,Bronx,1202,529,673,49.6,36.7,6.3,0.0,3.0,850,77045.0,False
36005015900,Bronx,Bronx,1420,528,892,91.2,0.5,6.8,0.0,1.5,929,16027.0,False
36005016000,Bronx,Bronx,4274,2194,2080,23.1,70.8,0.7,0.0,3.2,2828,77216.0,False
36005016100,Bronx,Bronx,4140,1862,2278,71.6,0.6,27.2,0.0,0.7,2118,12467.0,False
36005016200,Bronx,Bronx,1969,876,1093,39.9,52.9,4.5,1.8,0.6,1424,70682.0,False
36005016400,Bronx,Bronx,885,401,484,28.0,63.3,8.7,0.0,0.0,678,60682.0,False
36005016500,Bronx,Bronx,1189,613,576,44.0,0.3,55.7,0.0,0.0,628,26645.0,False
36005016600,Bronx,Bronx,2252,1061,1191,51.8,34.3,3.0,0.0,9.9,1688,63421.0,False
36005016700,Bronx,Bronx,2733,1228,1505,45.2,1.2,52.7,0.0,0.0,1363,27222.0,False
36005016900,Bronx,Bronx,1338,620,718,42.7,3.0,53.9,0.4,0.0,881,27697.0,False
36005017300,Bronx,Bronx,6301,3055,3246,61.2,1.0,26.9,3.3,6.5,3140,18720.0,False
36005017500,Bronx,Bronx,7004,3064,3940,58.4,1.6,34.9,2.7,0.0,3584,22000.0,False
36005017701,Bronx,Bronx,4946,2351,2595,62.6,1.2,35.7,0.0,0.2,2208,25022.0,False
36005017702,Bronx,Bronx,5388,2510,2878,65.7,0.5,28.9,0.0,2.3,2453,23485.0,False
36005017901,Bronx,Bronx,4661,2218,2443,69.1,1.1,24.2,3.8,1.9,2630,21376.0,False
36005017902,Bronx,Bronx,3600,1717,1883,57.6,0.6,38.9,0.0,0.0,1711,20852.0,False
36005018101,Bronx,Bronx,2921,1324,1597,51.6,0.0,47.1,0.0,0.0,1562,27371.0,False
36005018102,Bronx,Bronx,5626,2656,2970,54.2,4.6,36.5,0.0,4.1,2396,38250.0,False
36005018301,Bronx,Bronx,4202,1882,2320,56.5,4.4,34.7,0.0,2.7,2970,29987.0,False
36005018302,Bronx,Bronx,4078,1991,2087,67.4,2.0,28.4,0.0,0.5,2043,31324.0,False
36005018400,Bronx,Bronx,3676,1815,1861,38.5,54.3,4.2,0.0,1.0,2651,60518.0,False
36005018500,Bronx,Bronx,6885,3125,3760,53.5,1.5,43.8,0.0,0.0,3487,26496.0,False
36005018900,Bronx,Bronx,8304,4016,4288,74.3,3.5,21.5,0.1,0.2,4114,21180.0,False
36005019300,Bronx,Bronx,5737,2400,3337,55.7,0.2,44.0,0.0,0.2,3009,23267.0,False
36005019400,Bronx,Bronx,2231,1148,1083,49.9,25.2,13.6,0.0,3.2,1554,51176.0,False
36005019500,Bronx,Bronx,7622,3232,4390,73.2,0.7,23.8,0.0,1.2,3957,26706.0,False
36005019700,Bronx,Bronx,7104,3334,3770,63.3,1.1,26.2,0.0,6.1,3113,25875.0,False
36005019900,Bronx,Bronx,8015,3723,4292,67.6,2.0,29.1,0.0,0.0,3600,24914.0,False
36005020000,Bronx,Bronx,4722,2312,2410,55.6,4.6,3.9,0.0,31.7,2450,44771.0,False
36005020100,Bronx,Bronx,4340,2015,2325,68.5,1.5,29.4,0.0,0.7,2182,24160.0,False
36005020200,Bronx,Bronx,2232,1066,1166,56.7,12.1,15.1,0.0,14.5,1339,38487.0,False
36005020400,Bronx,Bronx,3131,1665,1466,68.5,5.4,11.4,0.0,11.6,1899,49519.0,False
36005020501,Bronx,Bronx,7030,3099,3931,69.8,0.0,30.2,0.0,0.0,3926,23160.0,False
36005020502,Bronx,Bronx,2123,983,1140,64.1,3.7,31.8,0.0,0.2,1239,15343.0,False
36005020601,Bronx,Bronx,2724,1177,1547,40.2,3.9,13.4,0.0,36.7,1662,76429.0,False
36005020900,Bronx,Bronx,4351,2339,2012,64.1,2.7,32.0,0.0,0.2,2072,27311.0,False
36005021001,Bronx,Bronx,9254,4610,4644,38.6,1.5,52.6,0.0,5.5,6061,48396.0,False
36005021002,Bronx,Bronx,6416,2941,3475,28.1,2.5,50.9,0.0,14.2,4382,43313.0,False
36005021100,Bronx,Bronx,5506,2839,2667,58.1,0.1,41.4,0.0,0.1,2536,23724.0,False
36005021200,Bronx,Bronx,5257,2551,2706,34.4,1.9,36.8,0.0,24.6,3937,51443.0,False
36005021301,Bronx,Bronx,1194,549,645,78.9,1.8,19.3,0.0,0.0,662,16378.0,False
36005021302,Bronx,Bronx,6061,2423,3638,50.0,1.0,47.5,0.0,1.1,2905,30362.0,False
36005021501,Bronx,Bronx,4726,2079,2647,74.0,1.0,21.0,0.0,2.7,2119,26076.0,False
36005021502,Bronx,Bronx,6013,3131,2882,75.0,1.7,22.7,0.0,0.0,2912,18507.0,False
36005021601,Bronx,Bronx,4137,1897,2240,64.1,10.4,19.1,0.0,3.5,2290,25847.0,False
36005021602,Bronx,Bronx,6243,2719,3524,39.1,1.4,38.7,0.7,15.0,4066,41487.0,False
36005021700,Bronx,Bronx,5000,2398,2602,54.5,1.3,43.2,0.5,0.0,2735,22721.0,False
36005021800,Bronx,Bronx,6882,3307,3575,64.6,2.9,26.9,0.0,5.2,3810,37303.0,False
36005021900,Bronx,Bronx,1277,617,660,91.2,2.1,6.7,0.0,0.0,606,31292.0,False
36005022000,Bronx,Bronx,2176,1172,1004,79.5,0.3,14.4,1.2,4.2,599,23167.0,False
36005022101,Bronx,Bronx,3884,1699,2185,77.6,0.0,17.6,0.0,2.7,1372,25870.0,False
36005022102,Bronx,Bronx,5010,2303,2707,77.2,1.5,17.6,0.0,0.4,2144,18664.0,False
36005022200,Bronx,Bronx,3414,1677,1737,59.5,4.1,16.4,0.0,18.5,1647,40331.0,False
36005022300,Bronx,Bronx,5108,2565,2543,66.2,2.5,28.7,0.0,0.0,2436,24277.0,False
36005022401,Bronx,Bronx,2652,1129,1523,66.1,9.0,18.7,0.0,6.0,1391,43611.0,False
36005022403,Bronx,Bronx,3502,1441,2061,68.0,16.5,11.0,0.0,0.0,2021,38333.0,False
36005022404,Bronx,Bronx,4187,1786,2401,46.8,27.9,18.3,0.0,4.3,2657,42070.0,False
36005022500,Bronx,Bronx,8066,3705,4361,63.8,0.2,33.9,0.0,1.8,2977,29302.0,False
36005022701,Bronx,Bronx,5917,2621,3296,64.6,1.8,31.9,0.0,1.4,3303,29426.0,False
36005022702,Bronx,Bronx,1485,853,632,52.1,0.0,39.5,0.7,4.2,767,23500.0,False
36005022703,Bronx,Bronx,1871,817,1054,47.4,10.2,26.9,0.0,15.3,769,45673.0,False
36005022800,Bronx,Bronx,6231,2961,3270,45.4,15.9,24.2,0.0,14.5,3781,45069.0,False
36005022901,Bronx,Bronx,5568,2681,2887,74.6,1.2,20.0,1.1,1.0,2571,24115.0,False
36005022902,Bronx,Bronx,3386,1364,2022,71.9,2.1,20.8,0.0,0.3,1510,24142.0,False
36005023000,Bronx,Bronx,3334,1595,1739,57.7,22.7,9.6,0.0,9.4,1896,43929.0,False
36005023100,Bronx,Bronx,1594,988,606,63.6,2.8,32.8,0.0,0.0,850,24250.0,False
36005023200,Bronx,Bronx,2704,1345,1359,64.6,22.9,2.9,0.0,5.5,1407,44318.0,False
36005023301,Bronx,Bronx,4356,2012,2344,74.5,0.0,24.8,0.0,0.0,2094,26250.0,False
36005023302,Bronx,Bronx,3614,1673,1941,77.1,0.3,21.1,0.0,1.6,1452,22566.0,False
36005023501,Bronx,Bronx,3044,1405,1639,85.0,0.9,12.2,0.0,0.6,1329,27316.0,False
36005023502,Bronx,Bronx,4706,2245,2461,77.2,3.0,16.5,0.0,1.5,2198,21582.0,False
36005023600,Bronx,Bronx,2275,1125,1150,54.0,29.8,8.2,0.0,7.9,1161,40903.0,False
36005023702,Bronx,Bronx,1216,655,561,73.9,2.5,20.1,0.0,0.3,514,32500.0,False
36005023703,Bronx,Bronx,5014,2500,2514,73.1,4.0,19.8,0.0,2.7,2089,27128.0,False
36005023704,Bronx,Bronx,3717,1541,2176,75.4,0.8,22.4,0.0,0.5,1502,20918.0,False
36005023800,Bronx,Bronx,2567,1329,1238,60.4,16.8,18.2,0.0,3.9,1405,50074.0,False
36005023900,Bronx,Bronx,8282,3887,4395,78.3,0.9,19.1,0.6,1.1,3346,20985.0,False
36005024000,Bronx,Bronx,3963,2138,1825,67.7,5.1,25.6,0.0,0.7,2185,34705.0,False
36005024100,Bronx,Bronx,6324,3194,3130,69.1,0.9,27.3,0.1,1.5,2801,23856.0,False
36005024300,Bronx,Bronx,5748,2578,3170,69.2,1.1,23.3,0.0,6.1,2909,19669.0,False
36005024400,Bronx,Bronx,2551,1215,1336,54.0,35.1,7.2,0.0,3.7,1385,59063.0,False
36005024501,Bronx,Bronx,5162,2234,2928,73.7,0.7,25.6,0.0,0.0,2747,24864.0,False
36005024502,Bronx,Bronx,3619,1796,1823,70.6,0.7,28.7,0.0,0.0,1718,25605.0,False
36005024600,Bronx,Bronx,2223,1047,1176,37.3,43.9,3.1,0.0,14.8,1686,63516.0,False
36005024700,Bronx,Bronx,1964,916,1048,43.8,2.6,51.7,0.0,1.9,1006,41455.0,False
36005024800,Bronx,Bronx,3069,1422,1647,32.5,51.5,7.8,0.5,7.1,1989,52279.0,False
36005025000,Bronx,Bronx,2663,1151,1512,29.6,54.8,1.2,0.0,12.5,1558,54726.0,False
36005025100,Bronx,Bronx,6564,2967,3597,68.8,1.7,19.7,0.0,6.8,3400,28615.0,False
36005025200,Bronx,Bronx,2692,1379,1313,34.6,41.9,6.9,0.3,13.3,1921,60625.0,False
36005025300,Bronx,Bronx,5952,2908,3044,73.0,0.9,19.4,1.9,4.4,2814,30957.0,False
36005025400,Bronx,Bronx,2200,1049,1151,26.7,56.4,3.5,0.0,10.1,1435,50238.0,False
36005025500,Bronx,Bronx,5874,3149,2725,77.7,0.8,20.3,0.0,0.0,2667,19458.0,False
36005025600,Bronx,Bronx,1831,794,1037,51.1,23.0,19.4,0.0,6.2,1080,37236.0,False
36005025700,Bronx,Bronx,1728,912,816,76.3,1.9,21.9,0.0,0.0,1080,28203.0,False
36005026100,Bronx,Bronx,1958,863,1095,41.5,4.0,49.6,0.0,1.5,1617,73688.0,False
36005026300,Bronx,Bronx,6456,2985,3471,80.3,5.5,13.6,0.5,0.0,3801,32663.0,False
36005026400,Bronx,Bronx,5842,2938,2904,51.9,33.3,6.4,0.3,7.5,4195,72019.0,False
36005026500,Bronx,Bronx,7009,3116,3893,76.1,2.0,9.5,0.0,11.6,3393,31147.0,False
36005026601,Bronx,Bronx,3035,1371,1664,47.2,44.3,3.1,0.0,4.8,2453,52450.0,False
36005026602,Bronx,Bronx,5769,2512,3257,54.3,36.3,6.6,0.2,1.5,4056,40755.0,False
36005026701,Bronx,Bronx,3659,1771,1888,67.2,3.6,3.7,0.0,21.9,1767,37061.0,False
36005026702,Bronx,Bronx,6824,3110,3714,76.7,2.7,15.8,0.0,2.1,3646,39432.0,False
36005026900,Bronx,Bronx,3862,1701,2161,71.7,7.4,14.1,0.0,4.0,2309,33365.0,False
36005027300,Bronx,Bronx,8113,3785,4328,71.5,5.3,20.3,0.0,2.7,4880,42093.0,False
36005027401,Bronx,Bronx,4576,2254,2322,9.1,86.3,0.0,0.0,4.5,3632,80673.0,False
36005027402,Bronx,Bronx,3878,1798,2080,19.4,75.7,1.8,0.0,2.9,3089,71849.0,False
36005027600,Bronx,Bronx,63,35,28,12.7,36.5,50.8,0.0,0.0,31,54167.0,False
36005027700,Bronx,Bronx,5892,3067,2825,69.6,7.2,19.9,0.3,1.3,2888,33095.0,False
36005027900,Bronx,Bronx,6809,3488,3321,59.2,16.7,16.3,2.1,5.4,4698,55573.0,False
36005028100,Bronx,Bronx,3974,1914,2060,34.4,31.4,26.8,0.4,3.0,3337,61886.0,False
36005028300,Bronx,Bronx,3370,1449,1921,72.2,2.7,24.8,0.0,0.3,1951,24759.0,False
36005028500,Bronx,Bronx,3233,1626,1607,38.9,47.4,3.4,0.0,7.2,2311,54232.0,False
36005028600,Bronx,Bronx,1288,624,664,34.3,55.2,0.9,0.0,9.6,900,61563.0,False
36005028700,Bronx,Bronx,3281,1692,1589,52.6,32.6,5.2,1.4,7.0,1971,51692.0,False
36005028800,Bronx,Bronx,3527,1722,1805,13.2,66.4,5.9,0.0,14.5,2162,91125.0,False
36005028900,Bronx,Bronx,4326,2009,2317,59.1,27.0,4.5,0.0,4.4,2728,47361.0,False
36005029301,Bronx,Bronx,1989,877,1112,15.5,72.9,5.5,0.0,2.8,1611,102045.0,False
36005029302,Bronx,Bronx,5597,2623,2974,21.0,69.3,4.8,0.0,3.0,4175,94695.0,False
36005029500,Bronx,Bronx,4725,2417,2308,19.7,57.3,12.3,0.0,6.9,3615,100750.0,False
36005029600,Bronx,Bronx,1660,828,832,22.3,32.8,17.0,0.4,26.6,933,49013.0,False
36005029700,Bronx,Bronx,3749,1881,1868,23.4,58.9,5.2,0.0,7.6,2764,93452.0,False
36005030000,Bronx,Bronx,5801,2736,3065,53.9,32.7,3.9,0.0,9.6,4304,51806.0,False
36005030100,Bronx,Bronx,1308,524,784,32.6,59.6,3.7,0.0,2.7,1113,76771.0,False
36005030200,Bronx,Bronx,9607,3832,5775,24.4,7.2,60.2,1.3,0.6,7148,51536.0,False
36005030701,Bronx,Bronx,5248,2463,2785,15.1,76.1,4.8,0.0,3.2,3676,80846.0,False
36005030900,Bronx,Bronx,3896,1626,2270,11.7,76.8,6.0,0.7,4.1,2824,87238.0,False
36005031000,Bronx,Bronx,4869,2181,2688,24.9,43.6,17.3,0.0,11.4,3865,80724.0,False
36005031200,Bronx,Bronx,2015,1047,968,17.8,44.9,12.0,0.0,23.5,1301,62275.0,False
36005031400,Bronx,Bronx,2300,1223,1077,24.6,48.0,10.2,0.0,15.4,1846,83393.0,False
36005031600,Bronx,Bronx,1956,983,973,27.4,34.3,23.9,0.0,11.4,1339,70759.0,False
36005031800,Bronx,Bronx,2252,1013,1239,31.9,45.3,12.7,0.0,9.3,1601,55739.0,False
36005032300,Bronx,Bronx,4595,2253,2342,19.2,63.6,9.6,0.0,7.2,3604,87483.0,False
36005032400,Bronx,Bronx,2954,1328,1626,68.0,9.8,17.8,0.0,0.7,1963,27946.0,False
36005032600,Bronx,Bronx,3576,1766,1810,26.3,45.5,17.8,0.0,10.4,2226,56429.0,False
36005032800,Bronx,Bronx,4260,2358,1902,56.0,12.2,22.6,0.0,7.1,2161,30089.0,False
36005033000,Bronx,Bronx,5697,3037,2660,58.9,22.8,16.1,0.0,1.7,2795,37811.0,False
36005033201,Bronx,Bronx,4125,1924,2201,63.5,17.7,11.3,0.0,3.1,2566,43038.0,False
36005033202,Bronx,Bronx,4207,2040,2167,49.9,10.8,32.4,0.0,5.0,2729,40638.0,False
36005033400,Bronx,Bronx,1441,713,728,60.7,10.0,26.2,0.0,3.2,828,45739.0,False
36005033500,Bronx,Bronx,2207,898,1309,14.8,69.2,4.7,0.0,8.1,1703,86983.0,False
36005033600,Bronx,Bronx,6613,3001,3612,47.6,4.4,43.9,0.0,3.1,4490,26071.0,False
36005033700,Bronx,Bronx,2277,1028,1249,14.1,71.7,4.5,0.0,5.4,1602,83917.0,False
36005033800,Bronx,Bronx,4247,2314,1933,43.4,5.1,44.6,0.0,5.2,2484,37043.0,False
36005034000,Bronx,Bronx,4582,2304,2278,48.7,7.4,36.5,0.0,4.7,2570,34290.0,False
36005034200,Bronx,Bronx,2128,974,1154,37.9,8.3,47.1,0.0,6.3,1214,43304.0,False
36005034300,Bronx,Bronx,1755,882,873,40.4,45.6,11.1,0.0,1.7,1192,71780.0,False
36005034400,Bronx,Bronx,2324,1032,1292,30.9,9.6,41.5,0.0,5.4,1385,67813.0,False
36005034500,Bronx,Bronx,3461,1482,1979,25.3,49.2,5.0,0.0,18.6,2348,61938.0,False
36005034800,Bronx,Bronx,7306,2979,4327,39.1,2.1,54.0,0.0,2.7,4625,36156.0,False
36005035000,Bronx,Bronx,1781,829,952,26.6,3.0,65.4,0.0,3.5,1065,52344.0,False
36005035100,Bronx,Bronx,3296,1782,1514,32.8,55.1,5.6,0.0,4.9,2619,71913.0,False
36005035600,Bronx,Bronx,2367,1006,1361,25.5,2.9,63.1,0.0,4.7,1664,60694.0,False
36005035800,Bronx,Bronx,7558,3268,4290,20.4,1.2,74.4,2.0,1.1,4761,64957.0,False
36005035900,Bronx,Bronx,1960,1029,931,70.4,0.0,27.3,0.0,1.8,1102,22250.0,False
36005036000,Bronx,Bronx,3063,1625,1438,37.5,10.3,43.0,0.0,5.4,2117,65938.0,False
36005036100,Bronx,Bronx,6099,2502,3597,76.8,0.4,22.2,0.0,0.0,3895,18799.0,False
36005036300,Bronx,Bronx,7977,3882,4095,79.9,1.1,18.4,0.0,0.0,4319,18499.0,False
36005036400,Bronx,Bronx,2389,1075,1314,7.5,0.0,87.8,2.5,0.4,1558,55833.0,False
36005036501,Bronx,Bronx,3904,1565,2339,42.8,1.3,54.4,0.0,0.0,2166,21122.0,False
36005036502,Bronx,Bronx,2002,892,1110,73.0,2.6,21.2,0.0,3.2,990,19740.0,False
36005036700,Bronx,Bronx,2709,1291,1418,76.9,1.0,21.6,0.0,0.2,1305,23720.0,False
36005036800,Bronx,Bronx,2186,968,1218,17.4,2.1,80.2,0.0,0.0,1098,43889.0,False
36005036901,Bronx,Bronx,2276,989,1287,76.5,0.4,19.0,0.0,3.5,1159,14821.0,False
36005036902,Bronx,Bronx,2236,1039,1197,60.3,0.8,38.9,0.0,0.0,1272,25100.0,False
36005037000,Bronx,Bronx,2463,1099,1364,29.1,3.1,67.1,0.0,0.2,1524,51515.0,False
36005037100,Bronx,Bronx,3908,1746,2162,55.8,2.4,40.7,0.0,0.0,2473,19293.0,False
36005037200,Bronx,Bronx,2052,874,1178,26.1,1.8,60.5,0.0,3.6,1426,46250.0,False
36005037300,Bronx,Bronx,5463,2482,2981,63.4,2.1,32.3,0.0,1.1,2925,29033.0,False
36005037400,Bronx,Bronx,3713,1814,1899,42.2,1.1,50.9,0.0,3.9,2040,25974.0,False
36005037504,Bronx,Bronx,3690,1681,2009,59.9,7.0,31.0,0.0,2.1,2109,15707.0,False
36005037600,Bronx,Bronx,2440,1078,1362,43.1,3.6,42.0,5.7,5.7,1442,50139.0,False
36005037800,Bronx,Bronx,3233,1460,1773,36.3,4.9,58.3,0.0,0.5,1764,35625.0,False
