CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IMPUTED
36047032900,Kings,Brooklyn,5783,2581,3202,14.1,25.7,57.8,0.0,0.0,3443,47578.0,False
36047033000,Kings,Brooklyn,4634,2085,2549,29.3,18.8,45.6,0.0,6.3,3009,23007.0,False
36047033100,Kings,Brooklyn,4378,2302,2076,6.9,58.2,34.3,0.0,0.0,2744,39301.0,False
36047033300,Kings,Brooklyn,4719,2469,2250,2.9,66.8,27.7,0.0,0.0,2622,44608.0,False
36047033500,Kings,Brooklyn,3115,1627,1488,9.3,59.7,27.0,0.0,3.9,1753,61164.0,False
36047033600,Kings,Brooklyn,4008,2036,1972,10.2,74.5,7.3,0.0,6.4,2522,62649.0,False
36047033700,Kings,Brooklyn,3818,1955,1863,12.4,36.9,48.1,0.0,2.1,2356,48114.0,False
36047033900,Kings,Brooklyn,4495,2227,2268,7.5,16.6,69.6,0.0,2.6,2553,34231.0,False
36047034000,Kings,Brooklyn,2166,901,1265,17.9,36.2,38.8,0.0,6.1,1767,17574.0,False
36047034100,Kings,Brooklyn,2803,1443,1360,10.1,10.4,73.3,0.0,0.0,1898,50417.0,False
36047034200,Kings,Brooklyn,5748,2351,3397,22.7,31.7,36.6,0.0,4.5,4410,16656.0,False
36047034300,Kings,Brooklyn,5097,2232,2865,31.6,2.9,58.4,1.2,4.3,3174,25019.0,False
36047034500,Kings,Brooklyn,2899,1052,1847,6.7,4.9,87.4,0.0,1.0,1669,31701.0,False
36047034700,Kings,Brooklyn,3326,1573,1753,14.9,1.3,83.6,0.0,0.3,2122,29114.0,False
36047034800,Kings,Brooklyn,2185,1086,1099,40.8,38.0,2.2,0.0,19.1,1099,46346.0,False
36047034900,Kings,Brooklyn,5297,2413,2884,11.5,4.3,81.6,0.2,0.7,2783,29754.0,False
36047035000,Kings,Brooklyn,2806,1083,1723,0.6,96.6,0.0,0.0,1.6,2340,30889.0,False
36047035100,Kings,Brooklyn,4437,1602,2835,13.4,15.5,59.4,0.0,2.1,2436,24519.0,False
36047035200,Kings,Brooklyn,1035,453,582,15.6,61.9,19.7,0.6,1.1,867,11011.0,False
36047035300,Kings,Brooklyn,5140,2078,3062,13.9,20.0,60.8,0.0,1.8,3314,39934.0,False
36047035400,Kings,Brooklyn,5373,2235,3138,5.0,93.8,0.7,0.0,0.0,4699,53158.0,False
36047035500,Kings,Brooklyn,5620,2441,3179,12.3,10.9,75.6,0.0,0.0,3409,39850.0,False
36047035601,Kings,Brooklyn,2592,1284,1308,0.4,98.8,0.7,0.0,0.0,2366,35954.0,False
36047035602,Kings,Brooklyn,4835,1943,2892,2.5,95.0,0.9,0.0,1.6,3674,32348.0,False
36047035700,Kings,Brooklyn,2499,893,1606,17.8,2.6,75.8,0.5,0.2,1282,21227.0,False
36047035900,Kings,Brooklyn,5213,2236,2977,10.4,0.2,88.6,0.0,0.6,3233,30898.0,False
36047036001,Kings,Brooklyn,2899,1265,1634,2.2,94.2,1.2,0.3,0.2,2287,22384.0,False
36047036002,Kings,Brooklyn,3975,1582,2393,6.3,86.2,0.4,0.0,4.1,2235,18738.0,False
36047036100,Kings,Brooklyn,2375,1167,1208,19.0,1.4,76.8,0.0,2.1,1498,26936.0,False
36047036200,Kings,Brooklyn,3345,1701,1644,35.4,37.2,0.9,2.0,23.6,1281,28750.0,False
36047036300,Kings,Brooklyn,4076,1767,2309,14.0,1.8,80.9,0.0,0.0,2299,29741.0,False
36047036400,Kings,Brooklyn,2077,1095,982,11.0,60.7,2.1,0.0,25.1,1144,33750.0,False
36047036501,Kings,Brooklyn,2677,1247,1430,8.8,4.5,86.5,0.0,0.0,1677,39019.0,False
36047036502,Kings,Brooklyn,1164,681,483,32.1,2.9,63.7,0.0,0.6,786,27364.0,False
36047036600,Kings,Brooklyn,4702,2270,2432,24.5,44.9,3.5,0.0,25.6,2293,36487.0,False
36047036700,Kings,Brooklyn,1426,682,744,31.5,3.8,59.1,0.0,1.0,918,51140.0,False
36047036900,Kings,Brooklyn,4839,2299,2540,28.9,4.6,65.2,0.0,0.6,2448,31059.0,False
36047037000,Kings,Brooklyn,4074,1945,2129,4.8,64.8,0.0,1.2,24.8,2740,66836.0,False
36047037100,Kings,Brooklyn,4705,2262,2443,16.7,1.9,78.0,0.0,2.7,2856,46641.0,False
36047037300,Kings,Brooklyn,4110,1746,2364,24.4,8.2,63.1,0.2,1.5,2708,29057.0,False
36047037401,Kings,Brooklyn,4174,1933,2241,3.7,84.1,0.6,2.1,8.7,2890,51857.0,False
36047037402,Kings,Brooklyn,4668,1974,2694,11.1,69.3,4.8,0.0,13.9,2827,30449.0,False
36047037500,Kings,Brooklyn,3129,1468,1661,17.6,17.0,56.1,0.0,7.5,2000,45573.0,False
36047037700,Kings,Brooklyn,4240,1832,2408,20.3,10.1,67.1,0.0,1.1,3084,40272.0,False
36047037900,Kings,Brooklyn,3537,1619,1918,9.5,6.3,83.9,0.0,0.0,2422,40412.0,False
36047038100,Kings,Brooklyn,5550,2313,3237,10.5,4.0,84.3,0.0,0.0,3810,27885.0,False
36047038200,Kings,Brooklyn,5786,2429,3357,24.8,9.1,41.2,0.0,22.0,3859,17308.0,False
36047038300,Kings,Brooklyn,4655,2004,2651,12.2,2.0,83.1,0.0,0.0,2862,48712.0,False
36047038500,Kings,Brooklyn,3364,1599,1765,20.4,7.3,68.1,0.0,2.4,2548,39141.0,False
36047038600,Kings,Brooklyn,3622,1857,1765,17.4,40.8,0.1,0.0,41.2,2039,44766.0,False
36047038700,Kings,Brooklyn,4058,1986,2072,22.9,7.4,62.1,0.3,7.1,2626,36430.0,False
36047038800,Kings,Brooklyn,4049,1887,2162,9.4,79.0,1.8,0.0,8.7,2473,60132.0,False
36047038900,Kings,Brooklyn,3249,1713,1536,69.0,15.5,6.3,0.0,5.9,2034,47059.0,False
36047039000,Kings,Brooklyn,2318,1208,1110,3.1,93.8,0.0,0.5,2.6,1381,45682.0,False
36047039100,Kings,Brooklyn,3086,1491,1595,65.7,16.3,12.2,0.0,3.2,1671,35542.0,False
36047039200,Kings,Brooklyn,2807,1303,1504,4.3,78.8,2.2,0.0,13.6,1602,33125.0,False
36047039300,Kings,Brooklyn,3444,1705,1739,57.2,18.8,23.1,0.0,0.2,2249,52244.0,False
36047039400,Kings,Brooklyn,2480,1293,1187,10.8,81.3,0.0,0.5,1.7,1397,51927.0,False
36047039500,Kings,Brooklyn,3789,2091,1698,49.7,11.7,30.5,0.0,7.8,2020,27870.0,False
36047039600,Kings,Brooklyn,2090,894,1196,6.6,86.9,0.0,4.2,2.1,1347,46926.0,False
36047039700,Kings,Brooklyn,3261,1550,1711,33.3,14.6,48.6,1.5,1.7,2203,38266.0,False
36047039800,Kings,Brooklyn,2859,1318,1541,17.5,36.6,0.0,0.0,44.7,1554,52721.0,False
36047039900,Kings,Brooklyn,3384,1485,1899,51.7,6.5,41.2,0.0,0.3,2134,31563.0,False
36047040000,Kings,Brooklyn,3429,1663,1766,12.9,41.5,0.0,0.0,45.6,1844,41759.0,False
36047040100,Kings,Brooklyn,3356,1573,1783,31.9,13.8,51.1,0.0,1.9,2258,42079.0,False
36047040200,Kings,Brooklyn,2683,1446,1237,10.8,40.4,0.0,0.0,48.3,1745,42000.0,False
36047040300,Kings,Brooklyn,3724,1604,2120,31.6,6.9,60.6,0.0,0.9,2307,27827.0,False
36047040400,Kings,Brooklyn,2451,1195,1256,10.7,47.8,0.4,0.0,40.8,1679,39947.0,False
36047040500,Kings,Brooklyn,1539,772,767,49.8,3.9,41.8,0.0,4.5,1025,40815.0,False
36047040600,Kings,Brooklyn,3335,1566,1769,15.2,32.5,0.0,0.0,50.5,1531,44107.0,False
36047040800,Kings,Brooklyn,3304,1622,1682,9.5,39.6,3.3,0.0,46.2,1681,59056.0,False
36047040900,Kings,Brooklyn,3738,1575,2163,70.9,9.0,18.1,0.0,1.0,2027,37635.0,False
36047041000,Kings,Brooklyn,1854,895,959,14.1,67.0,0.8,0.0,17.3,1237,43750.0,False
36047041100,Kings,Brooklyn,3387,1609,1778,56.1,4.7,35.3,0.3,1.3,1894,35068.0,False
36047041200,Kings,Brooklyn,2835,1188,1647,22.8,52.9,0.0,0.0,24.3,1749,41944.0,False
36047041300,Kings,Brooklyn,4365,1933,2432,57.5,8.1,29.3,0.0,0.8,2429,38955.0,False
36047041401,Kings,Brooklyn,1480,686,794,6.0,86.3,0.0,0.0,7.7,983,52774.0,False
36047041402,Kings,Brooklyn,1611,719,892,0.7,99.3,0.0,0.0,0.0,906,28884.0,False
36047041500,Kings,Brooklyn,4478,1907,2571,59.3,5.6,29.2,0.4,5.1,2514,53924.0,False
36047041600,Kings,Brooklyn,2644,1356,1288,13.1,78.1,2.0,0.0,6.1,1412,44260.0,False
36047041700,Kings,Brooklyn,3158,1495,1663,70.7,2.3,17.8,0.0,9.2,1820,22022.0,False
36047041800,Kings,Brooklyn,2314,1097,1217,17.1,79.5,0.0,0.0,3.4,1269,33056.0,False
36047041900,Kings,Brooklyn,4030,1996,2034,67.9,11.9,16.1,2.1,1.0,2115,35877.0,False
36047042000,Kings,Brooklyn,1894,896,998,4.7,84.5,0.5,0.9,7.1,1051,42969.0,False
36047042100,Kings,Brooklyn,4016,2053,1963,62.6,12.0,20.6,0.3,3.3,2523,34362.0,False
36047042200,Kings,Brooklyn,3474,1829,1645,18.1,69.5,1.8,0.0,10.1,1841,68382.0,False
36047042300,Kings,Brooklyn,4986,2803,2183,74.0,16.1,5.3,0.0,3.9,2327,51083.0,False
36047042400,Kings,Brooklyn,3432,1851,1581,12.4,61.0,1.2,0.0,24.7,1973,46570.0,False
36047042500,Kings,Brooklyn,2906,1482,1424,67.2,27.2,2.7,0.0,1.9,1745,45642.0,False
36047042600,Kings,Brooklyn,4408,1853,2555,13.9,40.5,1.7,0.0,41.7,2425,47788.0,False
36047042700,Kings,Brooklyn,5609,3052,2557,69.8,16.7,7.3,0.2,4.4,2401,47055.0,False
36047042800,Kings,Brooklyn,3760,1872,1888,6.1,66.8,0.0,0.0,26.4,2216,52188.0,False
36047042900,Kings,Brooklyn,5743,2905,2838,75.7,17.9,3.3,0.0,1.5,2498,45382.0,False
36047043000,Kings,Brooklyn,3394,1639,1755,9.6,47.1,0.0,0.0,43.3,1827,34729.0,False
36047043100,Kings,Brooklyn,5655,2862,2793,69.8,15.4,1.4,0.0,12.9,2532,42269.0,False
36047043200,Kings,Brooklyn,4790,2575,2215,13.8,47.8,0.5,0.0,34.4,2622,48574.0,False
36047043300,Kings,Brooklyn,4601,2339,2262,73.0,8.7,7.0,0.0,11.2,2153,37882.0,False
36047043400,Kings,Brooklyn,3368,1619,1749,5.4,64.5,2.3,0.0,24.2,2089,47054.0,False
36047043500,Kings,Brooklyn,5156,2675,2481,74.2,5.6,18.2,0.0,1.8,2680,41058.0,False
36047043600,Kings,Brooklyn,4823,2142,2681,6.1,62.8,0.1,0.0,30.6,2886,60227.0,False
36047043700,Kings,Brooklyn,6122,2884,3238,64.2,13.6,19.7,0.0,1.2,3222,42500.0,False
36047043800,Kings,Brooklyn,2632,1262,1370,17.6,68.6,2.4,0.0,9.2,1569,40227.0,False
36047043900,Kings,Brooklyn,4155,2084,2071,76.0,4.9,11.1,0.0,8.0,2300,40455.0,False
36047044000,Kings,Brooklyn,2943,1508,1435,8.7,84.0,1.8,1.0,1.9,1741,47727.0,False
36047044100,Kings,Brooklyn,6156,3308,2848,75.7,11.6,1.4,0.3,10.7,2653,49167.0,False
36047044200,Kings,Brooklyn,2743,1249,1494,0.9,88.5,0.0,8.8,1.6,1665,57366.0,False
36047044300,Kings,Brooklyn,5378,3190,2188,68.1,14.2,2.0,0.0,13.5,2294,56657.0,False
36047044400,Kings,Brooklyn,3409,1670,1739,7.2,85.7,1.3,1.2,4.3,2088,44896.0,False
36047044500,Kings,Brooklyn,4963,2527,2436,60.8,17.7,4.9,0.0,11.8,2244,42894.0,False
36047044600,Kings,Brooklyn,2021,1042,979,11.2,56.2,0.7,0.6,29.8,1261,47031.0,False
36047044700,Kings,Brooklyn,2480,1115,1365,52.3,23.9,19.0,0.0,3.8,1317,50114.0,False
36047044800,Kings,Brooklyn,1924,964,960,12.4,73.9,0.7,0.0,11.3,1197,52083.0,False
36047044900,Kings,Brooklyn,3465,1572,1893,42.9,15.1,37.1,0.0,3.4,2165,33831.0,False
36047045000,Kings,Brooklyn,498,233,265,4.2,95.8,0.0,0.0,0.0,297,29659.0,False
36047045200,Kings,Brooklyn,2638,1258,1380,4.0,92.9,0.0,0.0,1.8,1722,67431.0,False
36047045300,Kings,Brooklyn,2262,1351,911,51.1,24.3,21.6,0.0,2.7,1406,55536.0,False
36047045400,Kings,Brooklyn,1896,827,1069,8.8,76.3,0.9,0.0,8.9,1103,47188.0,False
36047045600,Kings,Brooklyn,2562,1262,1300,2.6,78.2,1.1,0.0,15.1,1534,35385.0,False
36047045800,Kings,Brooklyn,1651,893,758,1.0,97.3,0.8,0.0,0.8,1053,60250.0,False
36047046000,Kings,Brooklyn,4028,1983,2045,3.0,47.1,3.6,0.0,41.4,2258,45938.0,False
36047046201,Kings,Brooklyn,2685,1179,1506,7.8,71.2,0.0,0.0,21.0,1601,36765.0,False
36047046202,Kings,Brooklyn,2191,1100,1091,15.6,83.8,0.0,0.0,0.6,1180,56818.0,False
36047046400,Kings,Brooklyn,2710,1365,1345,1.7,90.1,1.0,0.0,6.2,1337,43889.0,False
36047046800,Kings,Brooklyn,2326,1020,1306,0.5,96.8,0.6,0.0,2.1,1078,34063.0,False
36047047000,Kings,Brooklyn,2806,1507,1299,2.9,93.4,0.3,0.0,3.1,1469,46696.0,False
36047047200,Kings,Brooklyn,2931,1453,1478,0.5,98.7,0.6,0.0,0.0,1559,51159.0,False
36047047400,Kings,Brooklyn,2929,1657,1272,0.8,97.1,0.0,0.0,0.6,1467,52125.0,False
36047047600,Kings,Brooklyn,3958,2104,1854,7.7,89.2,2.0,0.6,0.5,1791,45588.0,False
36047047700,Kings,Brooklyn,3760,1767,1993,10.5,73.7,4.1,0.0,8.6,3169,86932.0,False
36047047800,Kings,Brooklyn,4320,2417,1903,18.2,73.7,0.3,0.0,6.8,2013,31708.0,False
36047048000,Kings,Brooklyn,3623,1817,1806,21.7,68.7,2.1,0.0,7.0,1790,30968.0,False
36047048100,Kings,Brooklyn,3092,1340,1752,38.7,46.0,4.3,0.0,9.2,2165,72717.0,False
36047048200,Kings,Brooklyn,5688,3006,2682,6.8,53.6,4.1,0.2,32.4,2736,31992.0,False
36047048400,Kings,Brooklyn,6210,3033,3177,7.7,79.4,4.3,0.0,5.1,3021,40724.0,False
36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,False
36047048600,Kings,Brooklyn,3355,1784,1571,35.6,23.9,1.7,0.6,37.9,1485,44489.0,False
36047048800,Kings,Brooklyn,3961,1878,2083,19.8,46.3,6.0,0.0,24.3,2217,52000.0,False
36047048900,Kings,Brooklyn,3829,1739,2090,68.8,0.7,29.6,0.4,0.4,2770,19518.0,False
36047049000,Kings,Brooklyn,6156,3195,2961,16.9,57.9,7.4,0.0,13.6,3414,35642.0,False
36047049100,Kings,Brooklyn,6017,2854,3163,32.6,16.6,12.6,0.0,37.9,4013,32813.0,False
36047049200,Kings,Brooklyn,3637,1974,1663,15.5,44.7,14.0,0.4,24.7,1986,46146.0,False
36047049300,Kings,Brooklyn,7398,3311,4087,63.6,19.2,9.3,0.0,3.4,4838,30613.0,False
36047049400,Kings,Brooklyn,5574,2568,3006,13.4,51.2,11.4,0.0,20.8,3396,47397.0,False
36047049500,Kings,Brooklyn,2702,1342,1360,18.8,67.1,0.3,0.0,10.3,1984,73913.0,False
36047049600,Kings,Brooklyn,3933,1992,1941,24.6,35.3,2.1,0.0,29.5,2314,57477.0,False
36047049700,Kings,Brooklyn,2776,1287,1489,9.8,71.6,1.1,0.0,13.4,2427,79934.0,False
36047049800,Kings,Brooklyn,4535,2228,2307,10.0,42.7,4.0,0.0,37.2,3196,67907.0,False
36047049900,Kings,Brooklyn,1728,939,789,18.7,73.4,0.3,0.0,5.7,1244,70031.0,False
36047050000,Kings,Brooklyn,3684,1598,2086,10.5,58.3,6.9,0.3,18.0,2371,78313.0,False
36047050100,Kings,Brooklyn,2962,1394,1568,16.6,71.7,5.5,0.0,5.0,2297,73919.0,False
36047050202,Kings,Brooklyn,2405,1101,1304,9.2,84.8,0.8,0.0,3.4,1925,73081.0,False
36047050300,Kings,Brooklyn,2431,1224,1207,22.5,71.9,0.0,0.0,3.1,1743,69712.0,False
36047050400,Kings,Brooklyn,4824,2302,2522,19.5,51.2,13.1,0.0,12.8,3434,86771.0,False
36047050500,Kings,Brooklyn,4289,2189,2100,51.4,29.1,8.3,1.0,9.5,3370,30216.0,False
36047050600,Kings,Brooklyn,5740,2674,3066,34.7,12.8,45.5,0.0,6.1,3197,48583.0,False
36047050700,Kings,Brooklyn,2417,1394,1023,19.6,69.9,5.9,0.0,0.9,943,30625.0,False
36047050801,Kings,Brooklyn,3948,2067,1881,25.7,6.8,60.5,0.0,6.7,2059,40417.0,False
36047050803,Kings,Brooklyn,2111,983,1128,18.2,19.9,57.2,0.0,3.2,1253,38807.0,False
36047050804,Kings,Brooklyn,5782,2801,2981,31.3,12.9,51.8,0.0,1.5,3682,50440.0,False
36047050900,Kings,Brooklyn,4104,2401,1703,5.6,91.5,2.1,0.0,0.0,1422,32762.0,False
36047051001,Kings,Brooklyn,4274,1817,2457,15.2,11.0,71.1,0.3,1.1,2798,44332.0,False
36047051002,Kings,Brooklyn,5028,2571,2457,23.1,8.2,63.9,0.0,2.2,2902,45982.0,False
36047051100,Kings,Brooklyn,3798,1774,2024,41.8,34.9,6.7,0.0,15.9,2732,31047.0,False
36047051200,Kings,Brooklyn,6103,2558,3545,21.3,9.5,61.9,0.5,1.0,3612,36661.0,False
36047051300,Kings,Brooklyn,4458,1953,2505,37.0,52.0,0.8,0.0,6.3,3229,66951.0,False
36047051400,Kings,Brooklyn,7261,3444,3817,28.2,15.4,48.7,0.0,4.3,4053,45685.0,False
36047051500,Kings,Brooklyn,1367,674,693,17.0,67.1,5.5,0.0,7.5,988,96146.0,False
36047051601,Kings,Brooklyn,5186,2129,3057,14.8,5.8,72.8,0.0,6.0,2942,34241.0,False
36047051602,Kings,Brooklyn,3819,1439,2380,12.8,5.4,79.9,0.0,0.2,2088,38813.0,False
36047051700,Kings,Brooklyn,1998,1018,980,10.1,74.7,2.0,0.0,12.2,1445,100814.0,False
36047051800,Kings,Brooklyn,3481,1384,2097,22.0,26.3,38.0,0.0,10.4,2454,69856.0,False
36047051900,Kings,Brooklyn,4299,2437,1862,11.7,73.7,3.2,0.0,8.3,3518,87087.0,False
36047052000,Kings,Brooklyn,4566,2098,2468,13.3,24.9,20.7,0.0,33.0,2679,47130.0,False
36047052300,Kings,Brooklyn,5670,2732,2938,56.1,33.0,1.2,0.5,6.4,4199,43076.0,False
36047052500,Kings,Brooklyn,3338,1523,1815,25.5,66.4,4.5,0.0,3.6,2130,20993.0,False
36047052600,Kings,Brooklyn,4712,2128,2584,19.1,42.1,21.9,0.3,13.8,2774,60159.0,False
36047052700,Kings,Brooklyn,6705,3397,3308,70.5,19.0,3.6,0.0,3.9,4265,32022.0,False
36047052800,Kings,Brooklyn,1843,916,927,7.9,58.4,5.8,0.0,28.0,1199,88068.0,False
36047052900,Kings,Brooklyn,3994,2251,1743,8.5,89.8,1.7,0.0,0.0,1910,31962.0,False
36047053000,Kings,Brooklyn,3619,1758,1861,5.8,62.5,3.6,0.0,27.5,1902,37273.0,False
36047053100,Kings,Brooklyn,8924,4582,4342,3.4,95.1,0.1,0.0,0.6,3373,33945.0,False
36047053200,Kings,Brooklyn,2539,1188,1351,3.2,61.4,6.8,0.0,27.2,1660,49395.0,False
36047053300,Kings,Brooklyn,6905,3547,3358,0.7,96.8,1.2,0.0,1.2,3430,20931.0,False
36047053400,Kings,Brooklyn,4227,2107,2120,5.2,63.4,5.7,1.1,22.4,2377,31004.0,False
36047053500,Kings,Brooklyn,4326,2289,2037,5.5,90.3,3.7,0.5,0.0,2061,20044.0,False
36047053700,Kings,Brooklyn,3392,1723,1669,0.9,94.1,1.5,0.0,0.9,1637,26346.0,False
36047053800,Kings,Brooklyn,4265,2063,2202,17.7,75.2,2.1,0.0,3.8,2718,27192.0,False
36047053900,Kings,Brooklyn,2638,1313,1325,14.4,82.2,2.9,0.0,0.4,1591,19602.0,False
36047054200,Kings,Brooklyn,4719,2339,2380,15.1,73.7,3.8,0.0,6.1,2762,39468.0,False
36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,False
36047054400,Kings,Brooklyn,2918,1333,1585,0.5,90.6,0.0,0.0,8.4,2039,44453.0,False
36047054500,Kings,Brooklyn,7169,3473,3696,21.1,70.6,8.1,0.0,0.0,3997,16638.0,False
36047054600,Kings,Brooklyn,4457,1966,2491,8.3,84.6,1.3,0.0,5.1,2595,31868.0,False
36047054700,Kings,Brooklyn,5071,2615,2456,19.1,69.3,4.9,0.0,5.1,2912,39773.0,False
36047054800,Kings,Brooklyn,2193,1042,1151,8.1,85.5,1.3,0.0,4.3,1377,58906.0,False
36047054900,Kings,Brooklyn,3480,1780,1700,14.7,72.7,2.2,0.0,5.4,2145,68043.0,False
36047055000,Kings,Brooklyn,3744,1851,1893,13.4,76.4,0.6,0.0,8.8,2341,42993.0,False
36047055100,Kings,Brooklyn,6138,2989,3149,55.2,37.6,2.5,0.0,2.7,4231,63613.0,False
36047055200,Kings,Brooklyn,3179,1626,1553,3.7,76.5,0.1,0.0,19.2,2159,41850.0,False
36047055300,Kings,Brooklyn,2899,1538,1361,19.9,64.6,0.1,0.9,12.2,2295,80909.0,False
36047055400,Kings,Brooklyn,4028,1875,2153,13.2,70.2,0.6,0.0,12.0,2404,51830.0,False
36047055500,Kings,Brooklyn,5178,2653,2525,18.4,62.7,3.3,0.0,12.5,3580,108190.0,False
36047055600,Kings,Brooklyn,3591,1768,1823,2.0,80.4,0.4,0.0,17.2,2064,50066.0,False
36047055700,Kings,Brooklyn,2384,1237,1147,21.6,65.6,1.8,0.0,8.8,1856,92222.0,False
36047055800,Kings,Brooklyn,2244,1090,1154,13.6,65.8,0.0,0.0,20.6,1557,53233.0,False
36047056000,Kings,Brooklyn,3681,1872,1809,2.9,82.2,1.0,0.0,13.9,2255,45788.0,False
36047056100,Kings,Brooklyn,3003,1403,1600,7.8,78.0,4.5,0.5,6.4,2364,80000.0,False
36047056200,Kings,Brooklyn,1519,758,761,0.0,84.3,0.0,0.0,15.7,1084,66250.0,False
36047056300,Kings,Brooklyn,4519,2224,2295,15.1,65.1,1.7,0.0,10.6,3335,66591.0,False
36047056400,Kings,Brooklyn,2545,1252,1293,8.0,80.6,1.5,0.0,8.9,1858,71707.0,False
36047056500,Kings,Brooklyn,3125,1557,1568,10.9,78.4,0.4,0.0,3.8,2381,78445.0,False
36047056600,Kings,Brooklyn,2747,1315,1432,9.0,53.0,6.0,1.0,28.5,1874,61779.0,False
36047056800,Kings,Brooklyn,1382,696,686,9.9,66.6,0.0,0.0,23.5,1038,79583.0,False
36047056900,Kings,Brooklyn,1432,686,746,11.9,80.2,0.8,0.0,5.2,1081,71111.0,False
36047057000,Kings,Brooklyn,3321,1585,1736,9.4,69.6,2.8,0.0,17.3,2739,57200.0,False
36047057100,Kings,Brooklyn,3886,1786,2100,2.9,92.4,0.9,0.0,2.2,2821,58553.0,False
36047057200,Kings,Brooklyn,4954,1955,2999,29.7,14.5,50.8,0.2,4.5,3408,18459.0,False
36047057300,Kings,Brooklyn,2375,1030,1345,6.6,77.2,7.4,1.1,5.8,1932,70878.0,False
36047057400,Kings,Brooklyn,2881,1397,1484,2.7,50.3,1.3,0.0,45.4,2039,83295.0,False
36047057500,Kings,Brooklyn,4028,2032,1996,13.6,78.6,0.0,0.0,5.3,2635,79476.0,False
36047057600,Kings,Brooklyn,3070,1521,1549,2.5,61.5,0.5,0.0,33.1,2064,68950.0,False
36047057800,Kings,Brooklyn,3260,1587,1673,15.0,48.8,0.6,0.0,31.6,1874,37953.0,False
36047057900,Kings,Brooklyn,1016,487,529,43.4,54.1,1.1,0.0,0.7,683,56500.0,False
36047058000,Kings,Brooklyn,3999,2043,1956,12.6,33.0,1.3,0.0,51.1,2212,40675.0,False
36047058200,Kings,Brooklyn,3150,1533,1617,8.3,61.6,0.0,0.0,26.4,1704,43750.0,False
36047058400,Kings,Brooklyn,3303,1628,1675,6.4,65.8,1.9,0.0,24.6,2193,58975.0,False
36047058600,Kings,Brooklyn,2658,1377,1281,19.9,26.7,3.0,0.0,50.0,1495,56797.0,False
36047058800,Kings,Brooklyn,3505,1679,1826,9.1,68.5,1.8,0.0,19.4,2326,61964.0,False
36047058900,Kings,Brooklyn,1786,817,969,3.9,86.3,2.0,0.0,5.5,1310,82311.0,False
36047059000,Kings,Brooklyn,1893,814,1079,7.1,38.7,11.2,0.0,42.0,1201,49792.0,False
36047059100,Kings,Brooklyn,3818,1946,1872,10.9,83.9,1.8,0.0,1.7,2933,76532.0,False
36047059200,Kings,Brooklyn,4599,2102,2497,4.0,58.6,1.2,0.0,35.2,3248,61164.0,False
36047059300,Kings,Brooklyn,2036,978,1058,18.5,75.8,0.6,0.0,2.5,1622,73021.0,False
36047059401,Kings,Brooklyn,7740,3642,4098,3.1,65.6,0.6,0.2,29.6,5119,42067.0,False
36047059402,Kings,Brooklyn,4817,2235,2582,4.2,77.3,1.0,0.0,16.6,3677,68429.0,False
36047059600,Kings,Brooklyn,2451,1144,1307,2.4,86.1,8.1,0.0,3.3,2000,61422.0,False
36047059800,Kings,Brooklyn,3484,1736,1748,5.6,68.7,11.7,3.8,9.7,2169,63613.0,False
36047060000,Kings,Brooklyn,5984,3117,2867,6.9,83.3,1.5,0.0,8.4,4130,51845.0,False
36047060600,Kings,Brooklyn,2482,1009,1473,11.1,64.2,3.5,0.2,18.0,1750,29759.0,False
36047060800,Kings,Brooklyn,3126,1482,1644,6.5,77.1,6.9,0.0,9.0,1967,50213.0,False
36047061002,Kings,Brooklyn,4282,2190,2092,0.8,99.2,0.0,0.0,0.0,3248,68750.0,False
36047061003,Kings,Brooklyn,1838,892,946,30.8,31.1,0.0,0.0,33.0,847,45202.0,False
36047061004,Kings,Brooklyn,6231,2846,3385,5.7,85.3,0.5,0.0,7.4,4310,23583.0,False
36047061200,Kings,Brooklyn,874,404,470,0.0,100.0,0.0,0.0,0.0,664,63333.0,False
36047061600,Kings,Brooklyn,1572,773,799,3.6,93.8,2.0,0.0,0.6,1280,103000.0,False
36047062000,Kings,Brooklyn,1891,1006,885,2.3,96.1,0.0,0.0,1.6,1356,103929.0,False
36047062200,Kings,Brooklyn,3150,1392,1758,9.0,82.5,7.0,0.0,0.7,2512,52353.0,False
36047062600,Kings,Brooklyn,2670,1182,1488,12.2,54.5,5.0,0.0,17.9,1783,45547.0,False
36047062800,Kings,Brooklyn,5130,2497,2633,7.4,89.5,0.4,0.0,2.5,4076,70260.0,False
36047063200,Kings,Brooklyn,1458,674,784,5.4,83.1,0.1,0.0,11.5,1141,60139.0,False
36047063600,Kings,Brooklyn,1349,719,630,17.0,79.8,0.0,0.0,2.4,1025,93214.0,False
36047063800,Kings,Brooklyn,1649,742,907,3.3,70.7,0.2,0.0,24.4,1216,69405.0,False
36047064000,Kings,Brooklyn,2017,983,1034,8.0,67.9,0.0,0.0,24.0,1321,97241.0,False
36047064200,Kings,Brooklyn,2434,1185,1249,8.8,86.7,0.3,0.0,3.7,1487,59732.0,False
